height_cm,weight_kg,body_type
178,72,Normal
182,76,Lean
183,77,Lean
174,63,Lean
176,70,Stocky
185,75,Lean
175,66,Lean
185,66,Lean
180,75,Normal
178,69,Normal
188,73,Lean
179,72,Normal
183,71,Lean
171,73,Lean
174,65,Normal
178,72,Normal
182,72,Normal
169,69,Stocky
189,83,Normal
184,83,Lean
178,54,Lean
170,64,Normal
180,70,Lean
187,73,Lean
177,73,Lean
182,75,Lean
176,72,Normal
177,70,Normal
180,72,Lean
178,69,Normal
186,84,Normal
183,92,Normal
179,70,Normal
183,70,Lean
182,78,Normal
187,80,Lean
175,65,Lean
177,68,Lean
183,75,Normal
182,81,Normal
178,67,Lean
179,77,Normal
170,63,Normal
162,63,Lean
178,67,Lean
189,77,Normal
185,83,Lean
191,74,Stocky
174,70,Normal
185,72,Normal
190,81,Lean
187,80,Normal
172,60,Normal
183,76,Lean
185,76,Lean
179,64,Lean
182,72,Lean
186,81,Normal
179,68,Lean
172,65,Lean
186,77,Normal
180,73,Normal
176,69,Normal
175,74,Lean
191,82,Normal
172,69,Normal
166,63,Lean
183,75,Normal
186,81,Normal
183,70,Lean
193,87,Normal
177,79,Normal
175,74,Normal
178,70,Lean
182,76,Normal
187,74,Lean
167,78,Lean
173,62,Normal
175,70,Normal
176,72,Normal
173,72,Normal
180,73,Normal
175,72,Normal
179,74,Lean
187,77,Normal
173,62,Normal
188,83,Normal
180,74,Lean
176,65,Lean
190,78,Lean
172,69,Normal
195,75,Normal
181,72,Normal
179,77,Normal
181,70,Lean
191,87,Normal
192,73,Normal
171,72,Normal
188,80,Normal
183,76,Lean
173,77,Normal
173,71,Normal
175,77,Stocky
172,64,Normal
169,65,Lean
185,77,Lean
173,70,Normal
179,73,Normal
185,80,Normal
179,73,Normal
183,69,Normal
180,70,Normal
178,74,Lean
171,62,Lean
190,82,Normal
174,64,Normal
195,91,Normal
174,66,Normal
190,88,Normal
182,75,Normal
187,79,Normal
190,84,Lean
178,73,Lean
189,80,Normal
183,73,Lean
177,74,Normal
185,72,Lean
185,73,Normal
174,68,Stocky
174,69,Lean
175,67,Lean
166,65,Lean
170,69,Stocky
189,83,Normal
178,71,Lean
186,77,Normal
179,73,Normal
192,88,Normal
178,72,Stocky
176,63,Lean
185,83,Lean
176,79,Normal
177,76,Normal
179,70,Lean
187,69,Lean
183,76,Lean
180,79,Normal
174,72,Normal
181,70,Normal
177,68,Lean
171,68,Normal
178,73,Normal
183,73,Lean
187,77,Normal
167,60,Lean
184,84,Stocky
189,78,Normal
178,72,Normal
193,86,Normal
190,83,Normal
179,75,Normal
187,80,Normal
193,84,Normal
187,72,Lean
190,89,Normal
173,68,Lean
186,78,Normal
177,64,Normal
178,72,Normal
165,60,Lean
175,69,Lean
185,68,Lean
178,69,Lean
176,75,Normal
183,75,Lean
179,63,Lean
180,66,Lean
191,81,Normal
185,79,Normal
182,76,Normal
180,76,Lean
186,75,Lean
169,73,Lean
193,96,Stocky
191,85,Lean
190,88,Normal
190,83,Lean
184,73,Lean
180,82,Normal
172,68,Normal
181,75,Lean
193,86,Normal
179,79,Normal
198,73,Lean
184,77,Lean
168,63,Normal
191,81,Normal
185,87,Normal
189,80,Normal
188,78,Lean
171,72,Normal
173,65,Lean
182,82,Normal
174,68,Lean
184,85,Normal
185,85,Stocky
184,77,Normal
187,71,Lean
175,73,Lean
181,79,Normal
182,77,Normal
184,84,Stocky
174,63,Lean
175,70,Normal
177,64,Lean
186,80,Normal
180,73,Normal
175,72,Lean
187,80,Normal
190,78,Lean
181,73,Lean
180,76,Normal
180,70,Lean
173,68,Lean
172,67,Lean
173,63,Normal
184,79,Normal
169,63,Normal
181,73,Normal
177,68,Lean
191,79,Lean
184,82,Stocky
185,76,Lean
186,79,Normal
190,83,Normal
196,89,Lean
183,80,Normal
180,68,Normal
184,85,Normal
180,75,Lean
177,74,Lean
190,85,Normal
177,65,Lean
185,80,Normal
181,74,Lean
180,70,Normal
176,72,Lean
180,74,Normal
188,87,Stocky
180,76,Normal
190,81,Normal
179,70,Normal
178,75,Normal
180,74,Stocky
167,67,Normal
188,82,Normal
183,83,Stocky
184,79,Normal
180,75,Normal
189,78,Lean
169,71,Normal
189,87,Normal
177,72,Lean
191,80,Lean
176,66,Lean
182,83,Stocky
178,77,Normal
186,79,Lean
185,87,Normal
190,90,Normal
188,78,Normal
180,75,Normal
179,72,Lean
185,85,Normal
185,72,Lean
182,82,Normal
188,85,Normal
180,77,Lean
181,75,Normal
185,80,Lean
174,67,Normal
186,79,Normal
178,71,Lean
176,70,Normal
183,78,Normal
185,80,Normal
179,72,Lean
186,77,Lean
183,83,Lean
188,80,Lean
178,74,Normal
175,79,Stocky
188,82,Normal
192,91,Normal
184,75,Normal
175,65,Lean
176,69,Normal
201,95,Normal
184,80,Normal
188,76,Normal
189,84,Normal
179,73,Normal
168,60,Lean
188,82,Normal
196,91,Normal
191,85,Normal
199,93,Normal
187,76,Lean
175,70,Lean
192,84,Normal
175,73,Normal
180,77,Normal
181,74,Normal
185,77,Normal
183,78,Normal
179,66,Lean
188,87,Normal
187,87,Normal
184,77,Normal
170,68,Normal
196,89,Normal
190,83,Normal
186,76,Lean
186,88,Normal
175,78,Lean
183,88,Stocky
167,69,Lean
186,80,Lean
186,79,Normal
189,80,Normal
186,78,Stocky
168,67,Normal
168,61,Normal
171,70,Normal
191,83,Lean
174,69,Lean
186,80,Normal
185,82,Normal
186,84,Normal
184,79,Normal
179,75,Normal
186,72,Lean
180,77,Lean
192,85,Normal
180,74,Normal
178,70,Normal
177,71,Lean
183,80,Normal
180,70,Normal
174,77,Normal
189,83,Normal
183,77,Normal
185,75,Normal
185,72,Lean
191,85,Lean
176,69,Lean
175,70,Lean
191,77,Normal
183,70,Normal
193,83,Normal
188,84,Normal
183,81,Lean
186,84,Normal
178,74,Normal
183,72,Normal
180,70,Lean
180,82,Normal
180,75,Normal
173,70,Normal
179,77,Normal
187,92,Normal
181,74,Lean
172,73,Normal
192,90,Normal
191,80,Lean
175,70,Normal
185,79,Lean
190,72,Normal
188,76,Lean
188,75,Normal
177,76,Normal
180,71,Lean
189,82,Lean
183,77,Lean
181,77,Normal
178,70,Normal
179,75,Lean
190,80,Lean
183,75,Lean
181,74,Normal
178,74,Normal
179,76,Normal
189,84,Normal
180,74,Normal
180,80,Normal
187,76,Normal
175,68,Lean
175,70,Normal
177,71,Normal
172,73,Normal
186,72,Lean
183,72,Normal
192,85,Normal
173,70,Normal
182,78,Lean
177,70,Normal
184,80,Normal
197,97,Normal
184,81,Normal
173,70,Normal
169,67,Normal
172,75,Normal
184,70,Normal
181,70,Lean
191,75,Normal
185,77,Normal
182,79,Normal
185,74,Lean
177,72,Normal
176,69,Lean
188,84,Normal
182,74,Normal
169,71,Normal
171,73,Normal
180,80,Normal
179,73,Lean
182,73,Lean
182,80,Normal
180,66,Lean
180,75,Normal
186,81,Normal
187,76,Normal
179,78,Normal
180,74,Lean
175,67,Normal
186,78,Normal
177,72,Normal
176,81,Normal
188,84,Normal
180,75,Normal
183,73,Lean
191,84,Normal
182,76,Normal
190,80,Lean
191,84,Normal
190,80,Lean
181,81,Normal
179,69,Lean
192,86,Normal
179,71,Lean
181,71,Normal
185,74,Normal
189,84,Stocky
182,81,Normal
178,76,Normal
170,68,Normal
183,74,Lean
189,82,Normal
183,73,Normal
196,84,Normal
189,79,Normal
186,70,Lean
187,84,Normal
193,88,Normal
188,92,Normal
186,83,Normal
190,81,Normal
187,80,Stocky
180,69,Lean
191,80,Normal
183,79,Normal
190,86,Normal
195,89,Normal
185,83,Normal
183,80,Normal
188,68,Lean
181,78,Normal
182,75,Normal
176,76,Normal
192,88,Normal
199,87,Lean
183,76,Lean
181,82,Normal
188,89,Normal
184,74,Lean
187,86,Normal
183,76,Lean
185,80,Normal
185,80,Normal
189,89,Lean
185,83,Lean
190,85,Normal
180,77,Normal
178,71,Normal
192,85,Normal
185,84,Normal
188,80,Normal
180,75,Normal
191,87,Normal
177,67,Normal
178,71,Normal
177,72,Normal
187,83,Normal
178,66,Lean
172,70,Lean
188,83,Normal
182,79,Normal
172,65,Lean
179,75,Normal
176,69,Lean
185,75,Normal
175,68,Normal
190,76,Lean
174,68,Normal
180,75,Lean
178,76,Normal
176,63,Lean
175,75,Normal
196,95,Normal
182,74,Lean
182,78,Normal
187,91,Stocky
188,84,Lean
190,85,Normal
163,60,Lean
170,69,Stocky
175,73,Lean
191,90,Normal
192,82,Lean
184,75,Lean
178,69,Normal
183,94,Stocky
177,76,Lean
171,70,Normal
179,78,Normal
177,74,Normal
179,75,Normal
188,79,Stocky
175,72,Normal
182,75,Normal
168,67,Normal
182,77,Normal
176,67,Normal
183,74,Lean
188,77,Lean
180,73,Normal
181,77,Lean
188,81,Lean
192,78,Normal
182,70,Lean
175,66,Lean
191,84,Normal
178,74,Normal
194,90,Normal
183,72,Lean
190,78,Lean
170,66,Lean
178,75,Normal
180,76,Lean
181,76,Normal
174,75,Stocky
182,76,Normal
170,72,Stocky
186,84,Normal
183,80,Normal
181,70,Lean
175,72,Normal
170,65,Normal
191,80,Lean
174,65,Normal
188,85,Normal
186,78,Normal
168,72,Normal
180,64,Lean
175,68,Normal
181,78,Normal
191,88,Normal
189,80,Normal
190,86,Normal
173,70,Normal
196,93,Normal
193,83,Normal
170,73,Lean
169,67,Normal
175,68,Normal
186,69,Lean
182,76,Normal
195,88,Normal
174,72,Normal
178,82,Normal
191,76,Lean
183,82,Normal
181,73,Normal
184,70,Lean
182,82,Normal
183,77,Normal
183,78,Lean
180,75,Normal
182,72,Lean
192,88,Normal
180,70,Lean
175,71,Lean
180,80,Normal
182,81,Normal
180,83,Stocky
183,75,Lean
183,77,Lean
178,72,Normal
185,75,Normal
194,84,Lean
175,70,Stocky
182,75,Normal
185,85,Normal
185,80,Normal
189,82,Normal
172,63,Lean
185,76,Normal
178,74,Lean
178,76,Lean
175,76,Normal
191,80,Normal
174,71,Lean
185,82,Normal
183,78,Normal
181,74,Normal
186,80,Normal
189,91,Normal
180,74,Stocky
175,66,Lean
186,81,Normal
167,62,Lean
172,69,Normal
184,78,Normal
184,87,Stocky
181,85,Normal
183,77,Normal
195,83,Lean
191,84,Normal
185,82,Normal
180,81,Normal
170,65,Normal
188,80,Lean
185,80,Normal
178,70,Stocky
184,84,Normal
182,78,Lean
188,85,Normal
188,80,Normal
186,79,Lean
191,87,Normal
187,81,Normal
181,80,Stocky
191,84,Lean
177,65,Lean
191,84,Stocky
193,80,Normal
188,86,Normal
194,85,Normal
195,88,Normal
184,72,Lean
175,72,Lean
183,77,Normal
191,85,Normal
186,81,Normal
185,77,Normal
183,75,Normal
186,86,Normal
192,87,Normal
191,83,Normal
182,88,Normal
186,80,Normal
171,74,Normal
183,75,Normal
178,80,Normal
183,82,Normal
182,78,Normal
195,80,Lean
187,86,Normal
191,75,Normal
187,80,Normal
170,67,Normal
183,73,Normal
175,71,Normal
185,86,Normal
179,72,Lean
180,69,Lean
184,79,Normal
175,73,Lean
187,79,Normal
186,80,Normal
178,73,Lean
167,58,Lean
186,83,Normal
186,87,Normal
193,86,Normal
191,81,Lean
175,74,Normal
188,88,Normal
173,68,Normal
180,75,Lean
189,88,Normal
178,76,Normal
187,78,Lean
180,70,Lean
167,60,Lean
187,85,Normal
184,75,Normal
176,66,Lean
184,73,Lean
175,70,Normal
185,79,Normal
187,84,Normal
186,84,Stocky
184,82,Normal
183,79,Normal
170,65,Normal
174,74,Normal
184,83,Stocky
189,78,Normal
183,80,Stocky
181,80,Normal
177,78,Normal
181,80,Stocky
186,77,Normal
173,65,Lean
190,85,Normal
180,76,Normal
185,76,Normal
178,75,Lean
168,64,Normal
176,71,Lean
175,75,Normal
187,78,Normal
178,75,Normal
197,85,Normal
193,91,Lean
174,74,Normal
185,81,Lean
181,71,Lean
174,72,Normal
180,73,Normal
175,71,Lean
183,76,Normal
188,86,Stocky
189,79,Lean
184,76,Lean
183,84,Normal
173,68,Lean
181,73,Lean
177,77,Normal
174,71,Normal
177,82,Normal
183,71,Lean
183,76,Lean
173,75,Normal
192,86,Lean
186,83,Lean
185,82,Normal
177,67,Lean
184,74,Lean
187,88,Normal
175,75,Normal
180,73,Lean
174,66,Lean
182,71,Normal
178,71,Normal
185,77,Lean
172,70,Lean
193,92,Normal
183,80,Normal
183,78,Normal
184,75,Lean
188,82,Lean
173,64,Lean
180,72,Lean
191,92,Normal
179,78,Normal
173,74,Lean
172,64,Normal
182,82,Normal
185,82,Stocky
180,70,Normal
189,83,Lean
179,73,Normal
180,84,Stocky
179,73,Normal
182,73,Lean
188,88,Normal
180,76,Normal
176,72,Stocky
185,84,Normal
185,75,Lean
178,72,Normal
173,66,Normal
190,85,Normal
180,72,Normal
194,78,Lean
183,70,Lean
170,76,Normal
170,69,Normal
176,76,Normal
176,72,Normal
185,82,Normal
184,76,Normal
184,76,Lean
186,80,Normal
184,77,Stocky
184,76,Normal
173,70,Lean
178,75,Lean
190,85,Normal
183,68,Lean
192,88,Normal
182,72,Normal
175,81,Normal
178,68,Lean
189,83,Lean
172,63,Lean
179,70,Normal
170,60,Normal
172,71,Lean
175,75,Normal
189,84,Normal
181,74,Lean
180,79,Normal
179,69,Lean
179,73,Normal
183,81,Normal
178,74,Normal
188,70,Normal
170,63,Normal
179,78,Normal
183,82,Normal
190,83,Normal
181,78,Normal
178,71,Normal
183,76,Lean
177,78,Normal
168,72,Stocky
182,81,Normal
170,70,Stocky
184,83,Normal
179,82,Stocky
177,70,Normal
177,80,Stocky
177,74,Lean
179,76,Normal
181,74,Normal
184,86,Normal
178,72,Lean
175,75,Normal
172,72,Lean
180,78,Normal
181,76,Stocky
167,66,Stocky
170,67,Normal
184,75,Lean
185,85,Normal
174,66,Lean
190,81,Lean
184,79,Lean
184,82,Normal
180,74,Normal
169,61,Normal
188,79,Lean
178,72,Normal
177,70,Lean
177,74,Normal
186,82,Stocky
185,80,Normal
183,78,Normal
180,75,Lean
183,80,Stocky
176,73,Lean
182,72,Stocky
181,75,Stocky
176,65,Lean
192,93,Normal
181,74,Normal
189,73,Lean
177,74,Normal
160,60,Lean
197,90,Normal
178,74,Normal
183,83,Stocky
178,81,Normal
177,71,Normal
177,75,Normal
176,73,Normal
188,80,Normal
184,74,Normal
190,81,Normal
179,72,Lean
187,85,Normal
183,79,Lean
180,80,Normal
173,66,Normal
172,69,Lean
190,88,Normal
183,81,Stocky
170,68,Lean
185,79,Normal
193,81,Normal
184,83,Normal
187,79,Lean
185,79,Normal
181,75,Normal
178,76,Stocky
178,75,Normal
168,60,Lean
180,78,Normal
180,73,Normal
178,82,Stocky
178,72,Normal
191,82,Normal
193,84,Stocky
179,74,Lean
188,79,Lean
191,87,Normal
177,78,Stocky
178,74,Normal
186,80,Normal
184,76,Lean
178,71,Normal
184,76,Normal
190,86,Stocky
182,77,Normal
184,72,Lean
183,76,Normal
187,76,Lean
183,75,Normal
178,68,Lean
188,86,Normal
181,66,Lean
182,78,Normal
183,80,Normal
168,62,Normal
167,60,Normal
188,77,Normal
170,66,Normal
182,80,Normal
178,74,Normal
181,79,Stocky
195,88,Normal
190,92,Normal
182,79,Normal
178,66,Normal
176,67,Normal
195,93,Normal
191,82,Normal
174,71,Normal
169,64,Lean
185,72,Lean
180,74,Normal
177,73,Normal
173,66,Normal
173,67,Lean
180,78,Normal
192,86,Normal
175,73,Normal
179,74,Normal
188,88,Stocky
169,61,Lean
180,72,Normal
183,75,Normal
171,68,Lean
192,77,Lean
176,71,Normal
185,76,Lean
181,76,Normal
185,75,Normal
191,70,Lean
185,80,Normal
175,70,Lean
182,73,Normal
185,85,Normal
178,67,Lean
191,80,Lean
174,72,Normal
180,70,Lean
191,85,Stocky
172,66,Normal
180,75,Lean
180,73,Lean
175,70,Normal
185,78,Normal
178,74,Normal
177,75,Lean
173,63,Lean
188,80,Normal
190,78,Lean
176,70,Lean
185,76,Lean
169,73,Lean
185,73,Lean
185,75,Lean
187,81,Normal
176,66,Lean
181,66,Lean
186,80,Normal
187,77,Normal
171,72,Normal
182,75,Lean
178,66,Lean
170,74,Normal
180,71,Lean
189,81,Normal
185,72,Normal
182,77,Lean
175,66,Lean
175,68,Lean
176,65,Normal
181,74,Normal
183,76,Normal
180,73,Normal
184,74,Lean
180,65,Lean
181,74,Lean
180,75,Normal
184,76,Normal
180,81,Stocky
188,77,Lean
191,86,Normal
187,81,Lean
167,70,Lean
170,65,Normal
188,77,Lean
190,81,Lean
175,73,Normal
168,70,Normal
185,75,Lean
184,79,Normal
188,80,Normal
172,64,Lean
188,73,Normal
185,75,Normal
179,74,Lean
173,74,Normal
191,78,Normal
171,63,Lean
190,76,Lean
194,84,Lean
195,90,Normal
184,77,Lean
175,67,Lean
183,75,Lean
191,84,Lean
174,64,Lean
186,80,Normal
171,69,Stocky
182,75,Normal
179,69,Lean
194,91,Normal
183,75,Lean
180,76,Normal
200,76,Lean
178,70,Lean
185,84,Normal
191,80,Normal
173,63,Lean
194,91,Normal
170,63,Normal
191,93,Normal
179,70,Lean
170,73,Normal
185,78,Lean
175,67,Lean
184,77,Normal
180,70,Lean
179,70,Lean
184,70,Lean
182,80,Normal
180,76,Lean
182,77,Lean
187,79,Lean
181,70,Lean
188,87,Normal
193,76,Normal
188,84,Normal
177,70,Normal
178,74,Normal
184,71,Lean
166,66,Normal
183,77,Normal
184,74,Normal
190,86,Normal
176,70,Lean
187,74,Lean
179,69,Lean
185,73,Lean
183,70,Lean
180,84,Stocky
186,81,Normal
177,68,Lean
196,80,Normal
175,68,Lean
163,59,Lean
176,75,Normal
180,67,Lean
177,64,Lean
187,68,Lean
187,84,Normal
193,75,Normal
185,77,Normal
182,65,Lean
175,78,Lean
188,76,Normal
191,87,Normal
183,76,Stocky
182,74,Lean
182,79,Normal
177,74,Normal
172,66,Normal
182,78,Normal
182,78,Normal
191,86,Normal
180,70,Lean
175,70,Lean
172,65,Lean
170,74,Normal
170,62,Normal
182,74,Normal
175,66,Lean
187,76,Lean
187,84,Normal
182,73,Lean
184,73,Lean
181,71,Lean
180,65,Normal
159,58,Lean
190,92,Normal
188,84,Normal
189,75,Lean
174,59,Lean
173,72,Stocky
183,76,Normal
177,75,Normal
186,74,Normal
185,79,Normal
167,64,Normal
190,83,Normal
193,83,Normal
174,67,Lean
173,80,Stocky
175,68,Normal
168,65,Normal
181,74,Normal
186,82,Normal
176,73,Lean
184,78,Lean
184,76,Normal
173,70,Lean
175,70,Lean
170,68,Normal
179,73,Lean
178,78,Normal
181,76,Lean
180,70,Lean
170,68,Normal
188,88,Normal
173,69,Normal
173,69,Stocky
169,65,Normal
175,72,Normal
188,94,Normal
183,80,Normal
178,70,Lean
171,78,Stocky
173,70,Lean
178,69,Normal
180,79,Normal
182,81,Normal
180,82,Normal
177,68,Lean
173,72,Normal
174,72,Lean
172,64,Normal
171,68,Normal
167,64,Lean
197,92,Normal
180,70,Lean
190,83,Normal
185,75,Lean
183,74,Lean
190,80,Lean
179,76,Normal
183,75,Normal
180,74,Lean
185,77,Stocky
170,73,Normal
184,74,Normal
181,82,Normal
175,66,Lean
194,97,Normal
185,77,Lean
190,73,Lean
180,68,Lean
178,72,Lean
177,72,Normal
172,72,Lean
181,74,Lean
168,74,Lean
190,78,Lean
191,78,Lean
180,70,Normal
176,75,Lean
180,76,Normal
188,90,Normal
192,87,Lean
179,71,Lean
186,75,Lean
192,85,Normal
180,69,Lean
184,81,Normal
186,80,Normal
179,71,Lean
185,79,Normal
188,78,Lean
175,72,Lean
172,67,Lean
179,71,Lean
186,79,Lean
177,67,Normal
178,71,Normal
188,82,Normal
175,68,Normal
182,72,Lean
185,83,Normal
179,64,Normal
183,76,Stocky
175,80,Normal
177,76,Stocky
173,68,Normal
188,72,Lean
181,77,Normal
181,75,Lean
184,77,Normal
192,78,Lean
179,68,Normal
177,73,Normal
180,71,Normal
181,84,Normal
186,81,Normal
178,70,Lean
183,75,Lean
180,72,Normal
180,81,Normal
172,70,Normal
180,70,Lean
175,60,Lean
189,77,Normal
184,80,Normal
178,76,Normal
165,60,Normal
185,78,Lean
184,80,Normal
176,71,Normal
186,75,Normal
188,81,Lean
173,65,Normal
169,63,Lean
185,80,Normal
175,65,Normal
178,68,Lean
173,72,Normal
191,91,Normal
189,79,Normal
171,67,Lean
172,63,Lean
193,77,Lean
192,84,Normal
182,76,Normal
190,82,Normal
176,72,Normal
180,76,Normal
177,70,Lean
174,66,Lean
191,84,Normal
181,74,Normal
195,92,Normal
174,71,Normal
177,77,Stocky
185,77,Normal
193,83,Stocky
172,67,Lean
180,74,Normal
165,62,Normal
185,83,Lean
191,80,Normal
180,74,Normal
179,70,Lean
180,80,Normal
185,77,Normal
177,67,Normal
178,73,Normal
196,84,Normal
175,72,Normal
166,60,Normal
185,75,Normal
196,83,Lean
191,96,Stocky
179,76,Normal
180,70,Normal
189,93,Normal
180,80,Normal
177,73,Lean
187,84,Normal
194,82,Normal
187,72,Lean
175,75,Normal
182,70,Normal
177,77,Normal
182,75,Normal
180,69,Normal
190,78,Lean
185,79,Normal
188,75,Normal
185,68,Normal
174,70,Lean
181,74,Lean
192,88,Lean
180,81,Normal
187,76,Lean
193,93,Normal
170,71,Lean
185,74,Lean
168,64,Normal
188,84,Normal
189,85,Normal
192,84,Normal
174,72,Stocky
183,75,Normal
177,70,Normal
183,83,Normal
193,90,Normal
190,83,Lean
189,77,Normal
176,74,Lean
170,63,Lean
173,62,Lean
184,72,Normal
170,75,Normal
184,71,Lean
178,70,Normal
184,76,Lean
188,79,Normal
195,90,Normal
188,76,Lean
175,75,Stocky
186,90,Normal
185,70,Lean
183,80,Normal
188,87,Normal
177,73,Normal
178,75,Lean
173,65,Lean
180,73,Lean
175,74,Lean
183,76,Normal
180,69,Lean
180,74,Lean
188,81,Normal
186,85,Normal
185,81,Stocky
178,70,Normal
180,70,Lean
188,81,Normal
188,77,Normal
172,63,Normal
171,72,Normal
175,72,Normal
179,74,Normal
196,90,Normal
181,82,Normal
169,71,Normal
185,78,Normal
176,67,Lean
179,79,Normal
178,71,Normal
189,80,Normal
180,72,Normal
180,75,Lean
177,70,Normal
188,75,Normal
183,84,Stocky
193,78,Normal
173,68,Lean
175,70,Normal
178,71,Normal
173,69,Normal
181,73,Normal
176,73,Normal
178,77,Normal
182,75,Normal
180,66,Lean
190,75,Lean
165,64,Lean
178,76,Normal
173,72,Normal
185,77,Normal
177,75,Normal
190,80,Normal
178,68,Normal
167,67,Normal
176,70,Lean
180,72,Stocky
187,73,Normal
192,78,Lean
186,82,Stocky
174,66,Lean
172,70,Normal
192,90,Normal
178,66,Normal
184,80,Lean
170,68,Normal
185,82,Normal
187,82,Normal
189,85,Normal
185,67,Lean
186,87,Stocky
186,83,Normal
190,80,Lean
174,70,Normal
185,82,Normal
170,68,Lean
185,73,Lean
183,73,Normal
188,86,Normal
178,71,Lean
182,72,Lean
184,70,Lean
190,88,Normal
180,76,Normal
175,66,Normal
194,86,Normal
186,85,Normal
182,66,Lean
170,69,Normal
178,73,Lean
179,77,Normal
184,80,Normal
175,74,Stocky
192,95,Stocky
168,65,Normal
192,85,Lean
175,72,Normal
178,70,Normal
180,75,Stocky
173,75,Normal
187,83,Normal
190,80,Normal
183,79,Normal
172,65,Lean
181,78,Normal
183,84,Normal
190,80,Normal
188,79,Normal
178,74,Normal
185,72,Lean
187,75,Lean
188,86,Normal
188,80,Normal
175,73,Lean
175,75,Normal
193,76,Normal
185,80,Normal
192,89,Normal
188,79,Normal
185,70,Normal
189,82,Normal
187,82,Normal
185,81,Normal
179,77,Normal
194,85,Normal
189,84,Normal
175,68,Stocky
197,86,Normal
186,76,Normal
181,71,Lean
173,67,Lean
179,75,Lean
193,93,Normal
187,83,Normal
195,94,Normal
189,78,Normal
178,79,Normal
186,75,Lean
173,70,Stocky
169,67,Stocky
190,91,Normal
183,71,Lean
185,79,Lean
180,77,Lean
182,78,Normal
170,69,Normal
188,84,Lean
189,84,Normal
173,74,Stocky
183,72,Normal
175,64,Normal
183,73,Lean
182,69,Lean
179,73,Stocky
168,63,Lean
183,77,Lean
193,86,Normal
179,72,Lean
185,85,Normal
174,68,Normal
187,85,Lean
182,75,Lean
182,76,Normal
179,76,Normal
178,83,Stocky
176,73,Normal
175,71,Normal
188,86,Normal
183,75,Normal
177,70,Normal
186,88,Stocky
171,67,Normal
187,87,Lean
183,79,Stocky
185,75,Normal
176,73,Normal
187,83,Normal
185,80,Lean
180,73,Normal
186,83,Normal
185,85,Normal
189,84,Normal
186,80,Normal
193,86,Normal
174,67,Normal
180,72,Lean
184,80,Lean
178,78,Normal
171,70,Lean
176,75,Stocky
201,95,Lean
182,79,Lean
179,74,Lean
188,76,Normal
171,65,Lean
170,70,Normal
181,78,Normal
178,71,Normal
175,69,Lean
169,65,Stocky
170,70,Normal
181,82,Normal
179,69,Lean
183,70,Normal
180,75,Normal
175,69,Lean
182,75,Normal
171,70,Normal
191,90,Lean
188,76,Normal
172,68,Lean
183,74,Normal
174,75,Normal
170,65,Stocky
190,90,Normal
191,85,Normal
180,77,Normal
194,85,Normal
191,89,Normal
193,85,Normal
186,77,Normal
185,80,Normal
188,83,Normal
176,80,Normal
180,76,Normal
183,77,Normal
187,88,Normal
180,78,Normal
186,85,Normal
188,84,Normal
186,88,Normal
184,79,Normal
186,76,Lean
181,77,Normal
185,83,Normal
183,78,Normal
183,75,Normal
180,74,Normal
172,69,Normal
174,70,Normal
180,75,Normal
185,78,Normal
180,79,Normal
185,75,Normal
170,67,Normal
184,78,Lean
181,80,Lean
180,80,Stocky
185,87,Normal
188,85,Normal
173,67,Normal
191,89,Normal
181,74,Stocky
185,79,Normal
183,77,Normal
190,76,Normal
196,87,Normal
167,67,Normal
181,77,Normal
191,86,Normal
187,95,Stocky
185,70,Normal
180,76,Normal
173,70,Normal
183,73,Normal
192,88,Normal
168,72,Normal
182,78,Normal
169,67,Lean
198,95,Stocky
177,73,Normal
183,78,Normal
173,63,Normal
185,72,Lean
190,86,Normal
185,79,Normal
196,91,Normal
170,77,Lean
186,86,Lean
185,88,Normal
178,71,Normal
185,80,Normal
